epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,208.947,0.98481,0.66547,1.02991,0.93659,0.89512,0.94418,0.79843,0.6123,0.53528,0.9204,0.0012872,0.0012872,0.0012872
38,214.592,0.90667,0.61792,1.01475,0.92714,0.9697,0.98605,0.85233,0.59658,0.42066,0.88057,0.0012674,0.0012674,0.0012674
39,220.189,0.94367,0.60487,1.0212,0.95582,0.98485,0.99055,0.87694,0.49992,0.38113,0.84865,0.0012476,0.0012476,0.0012476
40,225.988,0.94903,0.61207,1.01384,0.95295,0.93939,0.96974,0.83301,0.58297,0.45692,0.89284,0.0012278,0.0012278,0.0012278
41,231.573,0.96448,0.62706,1.02271,0.93903,0.93341,0.97835,0.85743,0.54788,0.4297,0.867,0.001208,0.001208,0.001208
42,237.085,0.98148,0.62261,1.01436,0.96654,0.95455,0.9861,0.87137,0.52871,0.4156,0.8528,0.0011882,0.0011882,0.0011882
43,242.921,0.90474,0.59517,1.00127,0.94967,0.93939,0.97759,0.8476,0.55407,0.41029,0.86265,0.0011684,0.0011684,0.0011684
44,248.609,0.96751,0.62429,1.01906,0.95637,0.99633,0.99244,0.84414,0.60496,0.39601,0.89941,0.0011486,0.0011486,0.0011486
45,254.316,0.95639,0.62086,1.01684,0.97089,1,0.99052,0.86157,0.54467,0.36015,0.88385,0.0011288,0.0011288,0.0011288
46,259.853,0.96091,0.60684,1.02567,0.97741,0.98485,0.99411,0.87486,0.52552,0.3646,0.86303,0.001109,0.001109,0.001109
47,265.576,0.92436,0.60656,1.01863,0.94212,0.98643,0.98829,0.86356,0.54709,0.39379,0.87201,0.0010892,0.0010892,0.0010892
48,271.693,0.89344,0.57178,1.00898,0.90361,0.99433,0.98271,0.86508,0.52636,0.39768,0.85666,0.0010694,0.0010694,0.0010694
49,277.371,0.87876,0.58187,1.00437,0.96636,0.98485,0.99255,0.85912,0.55026,0.38304,0.88661,0.0010496,0.0010496,0.0010496
50,283.159,0.90888,0.58504,1.00725,0.95384,0.9697,0.96913,0.84771,0.50751,0.41627,0.85425,0.0010298,0.0010298,0.0010298
51,288.936,0.95112,0.59215,1.00201,0.95422,0.98485,0.99043,0.86444,0.55779,0.4019,0.91231,0.00101,0.00101,0.00101
52,295.055,0.91352,0.57567,1.00528,0.94195,0.98341,0.98851,0.86862,0.52478,0.35997,0.86829,0.0009902,0.0009902,0.0009902
53,301.005,0.90185,0.57126,1.004,0.94203,0.9848,0.98951,0.86149,0.53601,0.37265,0.86831,0.0009704,0.0009704,0.0009704
54,307.054,0.91513,0.56383,1.0048,0.93966,0.98485,0.99207,0.87244,0.52851,0.37376,0.86866,0.0009506,0.0009506,0.0009506
55,312.911,0.86425,0.54279,0.9776,0.97596,0.95455,0.99093,0.85158,0.58083,0.41169,0.88076,0.0009308,0.0009308,0.0009308
56,318.648,0.87383,0.54223,0.99355,0.97932,0.9697,0.99262,0.87638,0.49675,0.35821,0.84917,0.000911,0.000911,0.000911
57,324.425,0.89214,0.54038,0.99528,0.96692,0.9697,0.99188,0.87848,0.49606,0.36211,0.83909,0.0008912,0.0008912,0.0008912
58,330.112,0.91581,0.53845,0.99445,0.95645,0.99825,0.99397,0.88179,0.49775,0.34419,0.8405,0.0008714,0.0008714,0.0008714
59,335.793,0.85631,0.5274,0.98853,0.97079,0.9697,0.99236,0.88601,0.51531,0.35423,0.86782,0.0008516,0.0008516,0.0008516
60,341.526,0.87775,0.54653,0.9892,0.98198,0.98485,0.99413,0.87385,0.54057,0.34973,0.86758,0.0008318,0.0008318,0.0008318
61,347.24,0.88559,0.54809,0.98225,0.93826,0.9697,0.98785,0.87077,0.48958,0.35769,0.84467,0.000812,0.000812,0.000812
62,353.054,0.903,0.54086,0.98546,0.93711,0.95455,0.98509,0.88681,0.46797,0.34025,0.83809,0.0007922,0.0007922,0.0007922
63,359.285,0.80241,0.49655,0.9643,0.97053,0.9979,0.9944,0.89016,0.48988,0.34109,0.83909,0.0007724,0.0007724,0.0007724
64,365.737,0.88767,0.52204,0.97949,0.99317,0.9697,0.99426,0.88594,0.4839,0.31684,0.84805,0.0007526,0.0007526,0.0007526
65,372.745,0.82963,0.51009,0.97579,0.96431,0.9697,0.9916,0.8845,0.47763,0.32591,0.8482,0.0007328,0.0007328,0.0007328
66,378.866,0.83,0.51389,0.97499,0.9873,0.95455,0.9912,0.88872,0.48583,0.32866,0.85882,0.000713,0.000713,0.000713
67,384.71,0.86926,0.51784,0.97861,0.98507,0.99995,0.99455,0.88687,0.48931,0.30617,0.85413,0.0006932,0.0006932,0.0006932
68,390.427,0.85445,0.51605,0.97352,0.98586,0.9697,0.99341,0.88501,0.51534,0.33803,0.86443,0.0006734,0.0006734,0.0006734
69,396.186,0.85562,0.5051,0.97534,0.99792,0.9697,0.99355,0.89187,0.47963,0.32125,0.84577,0.0006536,0.0006536,0.0006536
70,402.164,0.81945,0.49817,0.96293,0.9848,0.98166,0.99293,0.88449,0.51206,0.32819,0.84442,0.0006338,0.0006338,0.0006338
71,408.003,0.82994,0.49129,0.97156,0.99232,0.95455,0.99339,0.89071,0.5118,0.32809,0.84995,0.000614,0.000614,0.000614
72,413.839,0.84067,0.49226,0.96557,1,0.98451,0.99471,0.89802,0.47789,0.30595,0.84295,0.0005942,0.0005942,0.0005942
73,419.787,0.84025,0.49727,0.96043,0.99715,0.98485,0.99471,0.91379,0.48259,0.31233,0.85936,0.0005744,0.0005744,0.0005744
74,425.742,0.827,0.48106,0.96513,0.9838,0.98485,0.99381,0.90383,0.46972,0.29877,0.84046,0.0005546,0.0005546,0.0005546
75,431.606,0.80642,0.47968,0.95315,0.99373,1,0.995,0.90069,0.47585,0.30228,0.84261,0.0005348,0.0005348,0.0005348
76,437.494,0.78601,0.46854,0.94626,0.96827,0.98485,0.99308,0.88849,0.48494,0.31568,0.84792,0.000515,0.000515,0.000515
77,443.516,0.81267,0.48328,0.97062,0.97123,0.9697,0.99293,0.89518,0.49655,0.30438,0.84977,0.0004952,0.0004952,0.0004952
78,449.23,0.82959,0.50247,0.97048,1,0.9806,0.99471,0.89587,0.49211,0.31032,0.84413,0.0004754,0.0004754,0.0004754
79,455.158,0.74829,0.45711,0.95061,0.98381,1,0.99485,0.89852,0.48556,0.29587,0.83448,0.0004556,0.0004556,0.0004556
80,460.979,0.82606,0.47735,0.95886,0.98337,1,0.99455,0.90192,0.45417,0.28609,0.84386,0.0004358,0.0004358,0.0004358
81,466.883,0.77676,0.48363,0.95709,0.984,1,0.995,0.90536,0.45002,0.27762,0.83357,0.000416,0.000416,0.000416
82,472.919,0.7519,0.45442,0.95085,0.99627,1,0.995,0.89011,0.46058,0.28133,0.84777,0.0003962,0.0003962,0.0003962
83,478.725,0.77238,0.468,0.95186,0.98311,1,0.99485,0.88701,0.4908,0.28769,0.84853,0.0003764,0.0003764,0.0003764
84,484.687,0.77082,0.46719,0.95288,0.98497,1,0.995,0.8987,0.44313,0.2691,0.82744,0.0003566,0.0003566,0.0003566
85,490.71,0.75316,0.44354,0.94373,0.98228,1,0.9944,0.89975,0.46303,0.2873,0.82554,0.0003368,0.0003368,0.0003368
86,496.728,0.78418,0.45991,0.94705,0.98254,1,0.9944,0.89841,0.47116,0.28135,0.83218,0.000317,0.000317,0.000317
87,502.648,0.76204,0.45594,0.95291,0.98282,1,0.99485,0.90007,0.45887,0.26074,0.82413,0.0002972,0.0002972,0.0002972
88,508.589,0.77279,0.46298,0.95216,0.99799,1,0.995,0.88784,0.49615,0.29476,0.83484,0.0002774,0.0002774,0.0002774
89,514.51,0.74287,0.44548,0.9501,0.98403,1,0.995,0.90057,0.47853,0.27874,0.83088,0.0002576,0.0002576,0.0002576
90,520.52,0.73154,0.438,0.94311,0.99123,1,0.995,0.89583,0.4595,0.27237,0.82632,0.0002378,0.0002378,0.0002378
91,568.658,0.68236,0.39415,0.90285,0.98542,0.98485,0.99485,0.90384,0.45371,0.28126,0.82322,0.000218,0.000218,0.000218
92,573.985,0.69376,0.39181,0.90018,0.9836,1,0.99485,0.89472,0.4731,0.28166,0.82757,0.0001982,0.0001982,0.0001982
93,579.432,0.70158,0.39028,0.9065,0.99161,1,0.995,0.89153,0.48088,0.27643,0.82846,0.0001784,0.0001784,0.0001784
94,584.896,0.68885,0.38635,0.90267,0.98183,1,0.99455,0.89234,0.45698,0.27862,0.82101,0.0001586,0.0001586,0.0001586
95,590.412,0.6689,0.36735,0.89975,0.99821,1,0.995,0.89693,0.44613,0.26117,0.81707,0.0001388,0.0001388,0.0001388
96,596.204,0.6744,0.37783,0.89928,0.98318,1,0.99485,0.90677,0.44432,0.27104,0.81774,0.000119,0.000119,0.000119
97,601.993,0.65538,0.36252,0.88684,0.98506,0.99891,0.99485,0.90291,0.43776,0.27333,0.81641,9.92e-05,9.92e-05,9.92e-05
98,607.808,0.67807,0.37919,0.89696,0.98365,1,0.99485,0.90141,0.44607,0.27289,0.81618,7.94e-05,7.94e-05,7.94e-05
99,613.583,0.6367,0.36001,0.87159,0.98373,1,0.99455,0.90505,0.44013,0.26831,0.81646,5.96e-05,5.96e-05,5.96e-05
100,619.413,0.67423,0.36656,0.8913,0.9687,1,0.99412,0.90204,0.43451,0.25989,0.81662,3.98e-05,3.98e-05,3.98e-05
